gene_id	accession_number	gene_desscritpion	X1C	X1O1	X1D1	X1OD1	X1O24	X1D24	X1OD24	X2C	X2O1	X2D1	X2OD1	X2O24	X2D24	X2OD24	X3C	X3O1	X3D1	X3OD1	X3O24	X3D24	X3OD24
TRINITY_DN397882_c2_g4	AAX48880	S4_[Suberites_domuncula]	106	619	64	97	886	1512	668	24	517	94	1258	2494	2104	1631	101	38	78	86	701	2215	3064
TRINITY_DN390722_c3_g1	AAX48881	S5_[Suberites_domuncula]	10	31	35	129	70	137	60	43	47	33	112	166	94	118	25	61	59	35	80	131	196
TRINITY_DN383470_c0_g2	AAX48882	S6_[Suberites_domuncula]	70	277	88	75	510	820	542	58	323	85	676	1215	1021	899	122	134	95	59	595	1149	1689
TRINITY_DN371146_c0_g1	AAX48883	S7_[Suberites_domuncula]	359	366	302	857	394	556	263	564	387	741	577	1127	667	974	1533	1005	1172	1011	522	752	1250
TRINITY_DN391078_c1_g1	AAX48884	S8_[Suberites_domuncula]	605	1559	799	1773	1758	2016	1470	660	1590	795	1779	2968	2954	2410	1521	1421	997	843	1662	2342	4757
TRINITY_DN391404_c4_g6	AAX48887	S11_[Suberites_domuncula]	62	83	61	26	74	133	106	41	93	55	102	89	214	60	16	20	35	22	63	235	215
TRINITY_DN392894_c1_g2	AAX48892	S15a_[Suberites_domuncula]	145	179	488	1649	987	1130	484	196	253	324	676	1124	1078	960	322	618	587	437	702	685	1110
TRINITY_DN376266_c2_g5	AAX48893	S16_[Suberites_domuncula]	467	652	576	1692	1300	1051	1287	521	730	600	1111	1365	972	1549	1057	1132	1099	725	869	1199	2034
TRINITY_DN398036_c0_g2	AAX48895	S18_[Suberites_domuncula]	802	1097	866	1324	1383	1512	1087	753	1418	1173	2194	3740	2253	2384	2028	1884	1306	1365	1599	2505	4177
TRINITY_DN398667_c2_g3	AAX48896	S19_[Suberites_domuncula]	375	585	465	1229	1838	2138	1593	419	619	572	1275	3710	2708	2391	1039	1587	792	780	1521	2688	3230
TRINITY_DN396818_c2_g2	AAX48897	S20_[Suberites_domuncula]	10	21	15	42	40	41	14	34	22	42	66	90	31	44	37	49	72	22	47	45	146
TRINITY_DN395392_c0_g3	AAX48900	S24_[Suberites_domuncula]	1009	1136	1077	1670	1437	1283	1416	1032	1077	1114	1046	2335	1279	2058	2068	1466	1051	1893	1034	1254	1829
TRINITY_DN395392_c0_g4	AAX48900	S24_[Suberites_domuncula]	63	74	40	33	48	38	37	55	34	25	53	64	15	100	42	107	71	51	45	57	29
TRINITY_DN400150_c0_g10	AAX48901	S25_[Suberites_domuncula]	33	44	52	240	46	51	28	51	27	82	56	93	13	54	110	168	89	45	63	52	117
TRINITY_DN388120_c6_g4	AAX48902	S26_[Suberites_domuncula]	60	434	75	198	451	699	465	65	567	102	714	1265	915	712	163	168	133	83	582	1087	1534
TRINITY_DN376268_c3_g2	AAX48905	S28_[Suberites_domuncula]	39	150	63	302	339	575	327	39	187	64	663	1048	819	539	178	107	125	111	453	757	862
TRINITY_DN394161_c5_g6	AAX48907	S30-ubiquitin-like_[Suberites_domuncula]	1535	1542	1693	2519	2367	1916	2145	1486	1628	1896	2390	2660	2317	2597	2554	2640	2432	1869	2081	2167	4442
TRINITY_DN383703_c1_g2	AAX64155	hypothetical_protein_SCH_0249_[Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC-B67]	31	15	22	9	16	30	13	19	14	16	13	21	33	20	28	22	12	5	25	9	10
TRINITY_DN395628_c4_g2	AAX89406	CDC42_[Phallusia_mammillata]	7	17	15	0	56	61	34	0	13	0	71	158	71	87	6	15	0	0	14	195	293
TRINITY_DN387376_c5_g1	AAY16257	calmodulin,_partial_[Obelia_geniculata]	183	221	174	486	340	342	165	236	218	303	661	742	400	758	212	265	258	261	397	741	1946
TRINITY_DN382420_c2_g3	ABB29649	ribosomal_protein_3_small_subunit,_partial_[Suberites_ficus]	66	89	169	813	120	99	109	125	78	135	129	195	70	125	180	268	273	143	142	75	128
TRINITY_DN288707_c0_g1	ABB32917	membrane_protein_of_unknown_function_DUF502_[Geobacter_metallireducens_GS-15]	0	0	0	0	0	24	0	0	0	0	17	13	46	0	0	0	0	0	8	0	0
TRINITY_DN399336_c3_g1	ABB34262	hypothetical_protein_Syncc9605_0488_[Synechococcus_sp._CC9605]	7	0	0	0	0	0	8	0	19	20	0	0	0	0	0	0	0	5	6	0	0
TRINITY_DN379521_c1_g13	ABB89132	serine_protease_CFSP3_[Azumapecten_farreri]	19	27	10	42	0	0	0	22	16	13	0	9	0	21	0	244	16	280	6	0	0
TRINITY_DN381838_c4_g1	ABB91778	cathepsin_L_[Hymeniacidon_perlevis]	23	34	52	357	109	283	71	12	68	48	357	621	230	299	108	182	126	45	164	406	688
TRINITY_DN399591_c1_g2	ABB91778	cathepsin_L_[Hymeniacidon_perlevis]	13	126	12	7	328	315	398	0	108	21	397	999	492	553	10	0	7	14	281	588	1039
TRINITY_DN398779_c1_g4	ABC98370	conserved_hypothetical_protein_[Synechococcus_sp._JA-3-3Ab]	0	6	0	0	15	108	6	0	5	0	10	97	166	0	0	0	0	0	5	0	0
TRINITY_DN400442_c4_g1	ABD04191	beta-tubulin,_partial_[Anthopleura_elegantissima]	133	136	85	159	90	41	48	127	87	129	86	36	25	85	95	191	152	126	88	13	9
TRINITY_DN388294_c0_g11	ABD65419	Rap1_[Suberites_domuncula]	17	25	28	25	30	14	13	25	31	31	20	9	21	19	31	33	26	23	16	19	12
TRINITY_DN388294_c0_g7	ABD65419	Rap1_[Suberites_domuncula]	243	369	222	195	408	850	433	231	394	276	405	791	911	661	240	203	205	316	469	674	780
TRINITY_DN391970_c6_g12	ABD65419	Rap1_[Suberites_domuncula]	6	24	18	11	33	15	29	7	14	14	32	33	30	20	0	0	0	0	18	42	67
TRINITY_DN383120_c0_g1	ABD65420	K-ras2_[Suberites_domuncula]	66	132	100	143	181	387	240	83	108	82	353	1498	330	296	64	90	122	88	421	327	273
TRINITY_DN367354_c0_g3	ABD65421	RalA_[Suberites_domuncula]	61	122	40	107	313	883	303	21	144	93	477	1551	1081	755	59	60	73	38	447	1971	1819
TRINITY_DN387587_c0_g3	ABD65422	Rap1-like_[Suberites_domuncula]	0	0	0	0	0	0	0	0	0	0	0	107	7	86	22	34	5	5	0	6	123
TRINITY_DN375076_c4_g1	ABD65423	Rheb_[Suberites_domuncula]	43	55	58	323	239	321	195	41	54	61	221	858	286	558	112	92	92	83	133	340	348
TRINITY_DN381216_c0_g8	ABD65427	Rab1_[Suberites_domuncula]	9	5	0	22	6	0	0	7	7	16	5	0	0	0	17	16	5	5	7	0	0
TRINITY_DN388519_c1_g1	ABD65427	Rab1_[Suberites_domuncula]	17	41	7	41	39	107	26	20	34	26	117	440	238	276	32	18	41	49	56	187	271
TRINITY_DN398658_c0_g1	ABD65427	Rab1_[Suberites_domuncula]	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5	6	5	0	0	7
TRINITY_DN398658_c0_g4	ABD65427	Rab1_[Suberites_domuncula]	0	6	0	0	13	14	0	0	0	0	29	10	21	9	0	0	0	0	5	15	54
TRINITY_DN381106_c9_g2	ABD65429	Rab2_[Suberites_domuncula]	162	189	174	881	313	302	199	150	202	185	430	528	448	488	419	319	380	375	261	396	539
TRINITY_DN370773_c5_g1	ABD65430	Rab3_[Suberites_domuncula]	19	80	11	41	167	118	143	13	66	13	211	198	142	242	9	26	18	15	63	247	474
TRINITY_DN395868_c1_g1	ABD65430	Rab3_[Suberites_domuncula]	0	15	0	0	58	44	28	0	7	0	82	238	55	123	0	0	0	0	80	91	33
TRINITY_DN352183_c0_g2	ABD65431	Rab4_[Suberites_domuncula]	0	0	5	0	0	15	0	0	17	0	12	214	86	78	0	0	0	0	10	52	30
TRINITY_DN380253_c1_g1	ABD65434	Rab10_[Suberites_domuncula]	0	0	0	0	0	8	0	0	0	0	10	31	9	0	0	0	0	0	5	14	11
TRINITY_DN391871_c3_g3	ABD65434	Rab10_[Suberites_domuncula]	61	110	73	68	153	85	109	153	126	165	76	86	11	131	54	69	136	68	116	15	38
TRINITY_DN376456_c2_g3	ABD65435	Rab11_[Suberites_domuncula]	169	275	110	164	324	1026	444	132	305	121	502	912	1029	570	129	90	137	194	454	973	1272
TRINITY_DN399095_c1_g2	ABD65437	Rab18_[Suberites_domuncula]	5	28	26	102	22	172	22	28	56	19	44	209	151	60	19	42	47	5	27	41	57
TRINITY_DN361103_c0_g1	ABD65438	Rab20-like_[Suberites_domuncula]	0	98	5	0	215	285	199	0	102	10	398	512	368	444	0	0	0	0	189	311	721
TRINITY_DN399456_c0_g1	ABD65442	Rab28_[Suberites_domuncula]	25	16	32	42	0	26	12	16	11	21	14	11	33	5	21	39	15	48	15	7	10
TRINITY_DN395030_c2_g3	ABD65443	Rab32_[Suberites_domuncula]	13	53	18	23	125	465	137	14	66	13	172	767	598	275	27	27	7	19	189	912	507
TRINITY_DN398419_c2_g2	ABD65444	Rab35_[Suberites_domuncula]	35	101	52	7	193	603	248	26	122	47	237	1082	488	270	39	60	36	46	429	403	324
TRINITY_DN385956_c0_g1	ABD65445	Rab39_[Suberites_domuncula]	0	14	0	0	44	57	74	0	20	0	56	97	70	98	0	0	0	0	38	123	177
TRINITY_DN377392_c0_g2	ABD65446	Rab41/43,_partial_[Suberites_domuncula]	0	0	0	0	0	6	0	0	0	0	8	11	0	6	0	0	0	0	0	13	11
TRINITY_DN383562_c6_g3	ABD65448	Rab-like2,_partial_[Suberites_domuncula]	0	0	0	0	0	6	0	0	0	0	13	20	13	7	0	0	0	0	7	17	27
TRINITY_DN383562_c6_g4	ABD65448	Rab-like2,_partial_[Suberites_domuncula]	0	6	8	53	5	7	11	0	0	0	0	11	0	8	0	14	0	10	0	10	6
TRINITY_DN367283_c0_g4	ABD65449	Rab-like3_[Suberites_domuncula]	0	11	7	9	15	9	6	6	0	8	22	27	8	38	0	10	7	0	7	5	33
TRINITY_DN298483_c0_g1	ABD65452	Rab-like6_[Suberites_domuncula]	0	0	0	0	6	5	0	0	6	0	6	16	13	0	0	0	0	0	0	12	17
TRINITY_DN388746_c0_g1	ABD65452	Rab-like6_[Suberites_domuncula]	0	15	0	0	124	288	109	0	47	0	230	417	312	172	0	0	0	0	101	298	296
TRINITY_DN397012_c1_g5	ABD65452	Rab-like6_[Suberites_domuncula]	7	67	0	0	109	199	78	0	57	0	224	418	270	172	6	0	0	0	101	165	164
TRINITY_DN395935_c2_g1	ABD65455	Arf6_[Suberites_domuncula]	14	27	6	67	51	131	64	5	32	7	177	263	225	165	28	11	30	23	102	126	156
TRINITY_DN389896_c1_g1	ABD65457	Arf10_[Suberites_domuncula]	0	14	0	34	72	281	64	0	28	0	119	494	308	155	0	0	0	0	97	223	248
TRINITY_DN384285_c2_g8	ABD77257	citrate_synthase,_partial_[Tamandua_tetradactyla]	0	0	0	0	0	6	0	0	0	0	8	15	0	9	0	5	5	0	0	15	12
TRINITY_DN398312_c1_g5	ABD98746	Rieske_iron-sulfur_protein_1_[Graphocephala_atropunctata]	0	57	0	0	34	97	53	0	67	7	90	229	165	101	0	0	6	0	33	150	185
TRINITY_DN350715_c0_g1	ABE03914	SupE_[Aplysina_aerophoba_bacterial_symbiont_clone_pAPKS18]	0	5	0	0	0	13	0	0	0	0	8	7	31	0	0	0	0	0	0	0	0
TRINITY_DN397007_c5_g3	ABE03939	sulfatase_[Theonella_swinhoei_bacterial_symbiont_clone_pSW1H8]	0	8	0	0	0	0	12	0	0	0	6	5	0	0	0	0	0	0	5	0	0
TRINITY_DN378077_c7_g6	ABE03942	sugar_permease_[Theonella_swinhoei_bacterial_symbiont_clone_pSW1H8]	0	10	0	0	0	0	0	0	26	0	11	7	5	0	0	0	0	0	0	0	0
TRINITY_DN394337_c0_g3	ABF22397	3-hydroxyisobutyrate_dehydrogenase_[Takifugu_rubripes]	0	0	0	0	0	16	0	0	0	0	0	39	18	13	0	0	6	0	12	18	24
TRINITY_DN380693_c19_g1	ABH09321	leucine_rich_protein_[Arachis_hypogaea]	0	71	6	5	14	537	17	0	66	0	298	1075	727	12	0	0	0	0	35	40	25
TRINITY_DN383210_c2_g1	ABH09321	leucine_rich_protein_[Arachis_hypogaea]	23	253	16	0	42	1776	12	0	252	14	388	1890	2699	34	10	18	7	10	456	145	210
TRINITY_DN386518_c0_g1	ABH09321	leucine_rich_protein_[Arachis_hypogaea]	0	95	0	0	32	53	15	0	78	0	130	159	90	18	0	0	0	0	0	0	0
TRINITY_DN387782_c5_g4	ABH09321	leucine_rich_protein_[Arachis_hypogaea]	0	126	12	5	39	476	23	0	102	0	230	374	636	20	0	8	0	0	19	86	19
TRINITY_DN381122_c2_g10	ABH10972	protoflagellar_creatine_kinase_[Pseudospongosorites_suberitoides]	5	43	5	0	375	78	268	0	45	0	172	193	125	563	0	0	0	0	40	556	1455
TRINITY_DN379297_c9_g7	ABI14188	ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14194.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14196.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ACU45061.1_ribosylation_factor_1_[Pfiesteria_piscicida]	10	11	24	0	0	0	8	7	8	26	7	9	0	7	5	0	20	0	9	0	0
TRINITY_DN379297_c9_g1	ABI14189	ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14190.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14195.1_ADP-ribosylation_factor_1_[Pfiesteria_piscicida]<>ABI14197.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14198.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14200.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]	0	0	9	0	9	0	0	10	9	5	0	0	0	0	0	0	5	0	0	0	0
TRINITY_DN384644_c2_g10	ABI14189	ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14190.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14195.1_ADP-ribosylation_factor_1_[Pfiesteria_piscicida]<>ABI14197.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14198.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]<>ABI14200.1_ADP-ribosylation_factor_[Pfiesteria_piscicida]	0	6	6	0	8	0	0	5	0	15	0	0	0	0	0	0	7	0	0	0	0
TRINITY_DN390406_c0_g1	ABI14221	major_basic_nuclear_protein_[Pfiesteria_piscicida]	0	5	15	18	5	15	6	0	5	0	0	6	0	6	64	38	36	13	0	5	7
TRINITY_DN378718_c4_g2	ABI14256	glyceraldehyde-3-phosphate_dehydrogenase_[Pfiesteria_piscicida]	0	0	11	0	0	0	5	8	0	21	7	0	0	7	0	12	0	0	0	6	0
TRINITY_DN395090_c4_g1	ABJ87411	Multidrug_resistance_efflux_pump-like_protein_[Candidatus_Solibacter_usitatus_Ellin6076]	0	178	0	0	0	0	0	0	178	0	25	34	0	0	0	0	0	0	5	0	0
TRINITY_DN394549_c3_g12	ABK26259	unknown_[Picea_sitchensis]	0	0	0	0	0	0	0	22	0	16	0	230	0	12	48	91	20	7	0	97	0
TRINITY_DN379741_c5_g3	ABK60662	conserved_hypothetical_protein_[Clostridium_novyi_NT]<>ABK60736.1_conserved_hypothetical_protein_[Clostridium_novyi_NT]<>ABK60862.1_conserved_hypothetical_protein_[Clostridium_novyi_NT]<>ABK61024.1_conserved_hypothetical_protein_[Clostridium_novyi_NT]<>ABK61536.1_conserved_hypothetical_protein_[Clostridium_novyi_NT]<>ABK62404.1_conserved_hypothetical_protein_[Clostridium_novyi_NT]<>ABK62644.1_conserved_hypothetical_protein_[Clostridium_novyi_NT]<>ABK62651.1_conserved_hypothetical_protein_[Clostridium_novyi_NT]	0	9	0	0	6	56	0	0	0	0	12	49	62	10	0	0	0	0	9	79	63
TRINITY_DN313510_c0_g1	ABK76765	transcriptional_regulator_[Cenarchaeum_symbiosum_A]	0	11	0	0	0	9	8	0	11	0	15	0	23	0	0	0	0	0	0	0	0
TRINITY_DN399235_c0_g6	ABL60988	proteorhodopsin_[uncultured_marine_bacterium_HF10_19P19]	0	6	7	7	0	0	0	5	14	9	13	0	0	0	0	0	5	0	0	0	0
TRINITY_DN392502_c3_g4	ABL85455	actin_related_protein_2/3_complex_subunit_5_[Suberites_domuncula]	129	129	207	545	134	111	94	149	142	291	247	253	128	247	364	307	262	230	168	310	380
TRINITY_DN394684_c4_g7	ABL85460	actin_related_protein_3_[Suberites_domuncula]	23	132	32	73	351	1827	305	13	156	27	823	4150	1537	599	24	26	45	15	534	732	909
TRINITY_DN387238_c5_g6	ABM53543	conserved_hypothetical_protein_[uncultured_beta_proteobacterium_CBNPD1_BAC_clone_578]	5595	4445	6137	3018	4860	1882	6118	6506	4850	6205	3074	1189	360	4218	4106	6174	4696	3160	4135	532	106
TRINITY_DN381639_c3_g1	ABM53544	conserved_hypothetical_protein_[uncultured_beta_proteobacterium_CBNPD1_BAC_clone_578]	0	5	0	0	7	8	10	0	7	0	16	0	10	6	0	0	0	0	0	16	21
TRINITY_DN378683_c5_g7	ABM53545	conserved_hypothetical_protein_[uncultured_beta_proteobacterium_CBNPD1_BAC_clone_578]	0	57	0	0	46	105	84	0	142	7	41	78	149	80	0	0	0	0	34	147	48
TRINITY_DN389987_c14_g4	ABO26687	ribosomal_protein_l_[Haliotis_discus_discus]	30	12	33	36	30	0	0	24	8	17	0	10	0	16	9	114	27	196	16	0	0
TRINITY_DN398402_c3_g4	ABO47874	actin_[Alexandrium_fundyense]	18	38	103	15	17	27	38	28	32	67	32	25	24	38	18	0	39	12	6	0	0
TRINITY_DN382077_c6_g1	ABO47887	hypothetical_protein_[Alexandrium_fundyense]	0	0	6	0	6	0	6	0	0	0	6	6	6	0	0	0	0	0	0	0	0
TRINITY_DN394991_c1_g1	ABO47906	unknown,_partial_[Alexandrium_fundyense]	6	6	24	25	10	0	7	8	9	9	9	0	0	8	0	0	0	0	0	0	0
TRINITY_DN381476_c0_g3	ABP91180	unknown_protein_[Streptococcus_suis_98HAH33]<>ABP91259.1_unknown_protein_[Streptococcus_suis_98HAH33]<>ABP91490.1_unknown_protein_[Streptococcus_suis_98HAH33]<>ABP91585.1_unknown_protein_[Streptococcus_suis_98HAH33]	0	0	0	0	0	7	0	0	0	0	0	5	10	0	0	0	0	0	0	8	5
TRINITY_DN399873_c3_g1	ABR15096	cytochrome_b,_partial_(mitochondrion)_[Karlodinium_veneficum]	0	0	0	0	0	0	6	0	0	22	0	5	0	9	9	0	0	0	0	0	0
TRINITY_DN391579_c1_g2	ABR15108	cytochrome_oxidase_subunit_III,_partial_(mitochondrion)_[Karlodinium_veneficum]	0	0	45	14	0	18	0	0	0	84	16	38	0	33	130	35	50	85	0	0	0
TRINITY_DN388120_c6_g5	ABR23416	60S_ribosomal_protein_L44_[Ornithodoros_parkeri]	250	524	353	1589	1480	2439	1044	205	610	423	1684	4468	3334	2972	1323	1061	752	1310	1192	2062	3515
TRINITY_DN380630_c3_g4	ABR26094	retrotransposon_protein_[Oryza_sativa_Indica_Group]	0	52	0	0	0	0	0	0	61	0	60	218	0	0	0	0	0	0	102	27	32
TRINITY_DN381433_c5_g1	ABR26094	retrotransposon_protein_[Oryza_sativa_Indica_Group]	5	20	0	0	11	31	16	0	34	0	34	8	61	15	5	0	0	0	6	51	63
TRINITY_DN383709_c4_g5	ABR26094	retrotransposon_protein_[Oryza_sativa_Indica_Group]	0	69	0	0	180	200	172	0	106	0	181	798	334	253	11	7	0	5	61	203	108
TRINITY_DN388491_c0_g2	ABR26094	retrotransposon_protein_[Oryza_sativa_Indica_Group]	13	12	5	0	7	0	11	0	23	6	0	0	0	0	8	0	0	8	22	297	54
TRINITY_DN392154_c4_g3	ABR26094	retrotransposon_protein_[Oryza_sativa_Indica_Group]	18	216	14	7	250	622	274	0	204	0	413	515	541	285	0	7	0	6	105	804	214
TRINITY_DN394030_c4_g7	ABR26094	retrotransposon_protein_[Oryza_sativa_Indica_Group]	5	36	5	0	15	304	17	0	32	0	34	426	333	22	0	10	5	0	143	95	50
TRINITY_DN391522_c0_g1	ABR53887	astrosclerin-3_[Astrosclera_willeyana]	0	7	0	0	22	6	7	0	13	0	45	22	9	19	0	0	0	0	0	27	12
TRINITY_DN352160_c0_g1	ABU52986	beta-tubulin_[Karenia_brevis]	21	6	10	7	6	8	13	9	9	5	0	0	0	0	0	5	0	10	5	0	0
TRINITY_DN386637_c2_g2	ABU52986	beta-tubulin_[Karenia_brevis]	0	0	5	12	0	0	0	0	0	0	0	0	6	0	14	11	5	6	0	0	0
TRINITY_DN401054_c1_g1	ABV27243	delta-aminolevulinic_acid_dehydratase_[Chloracidobacterium_thermophilum]	0	54	0	0	0	64	0	0	41	0	39	31	102	0	0	0	0	0	33	0	0
TRINITY_DN369731_c10_g1	ABV27412	crispr-associated_protein_Cmr3_family_protein_[Chloracidobacterium_thermophilum]	0	0	0	0	0	13	0	0	0	0	5	32	8	0	0	0	0	0	7	0	0
TRINITY_DN380439_c0_g1	ABV44819	cytochrome_b,_partial_(mitochondrion)_[Durinskia_baltica]	18	0	33	17	11	8	0	11	11	81	33	24	18	35	95	27	44	41	9	26	6
TRINITY_DN380833_c0_g1	ABV72538	unknown_[Heterocapsa_triquetra]	5	0	0	15	0	0	12	0	6	6	7	0	0	0	0	6	0	0	0	0	0
TRINITY_DN396308_c0_g3	ABV72565	hypothetical_protein,_partial_[Heterocapsa_rotundata]	0	0	8	0	0	6	0	0	5	0	0	0	6	0	29	16	0	0	0	0	0
TRINITY_DN380583_c4_g11	ABW23146	ribosomal_protein_rps16_[Arenicola_marina]	28	15	20	66	37	7	29	56	24	39	10	10	0	18	13	344	27	265	37	0	0
TRINITY_DN377042_c4_g1	ABW23157	ribosomal_protein_rps30_[Arenicola_marina]	28	0	10	23	19	0	10	26	12	9	7	0	0	26	26	107	15	176	8	0	0
TRINITY_DN375917_c3_g11	ABW23164	ribosomal_protein_rpl9_[Arenicola_marina]	31	13	7	29	6	11	16	26	32	35	5	12	0	29	5	158	35	193	20	0	0
TRINITY_DN382449_c0_g1	ABW23173	ribosomal_protein_rpl18a_[Arenicola_marina]	0	6	0	0	0	0	12	0	0	8	0	5	0	0	0	10	0	25	0	0	0
TRINITY_DN384576_c2_g12	ABW23174	ribosomal_protein_rpl19_[Arenicola_marina]	0	13	0	21	11	0	8	5	9	11	0	0	0	0	0	86	0	137	13	0	0
TRINITY_DN365696_c0_g1	ABW23177	ribosomal_protein_rpl23_[Arenicola_marina]	0	0	0	15	0	0	0	0	0	0	0	5	0	5	0	51	0	62	0	0	0
TRINITY_DN382673_c4_g7	ABW23191	ribosomal_protein_rpl36a_[Arenicola_marina]	0	11	7	0	0	0	0	0	10	8	0	0	0	0	0	16	9	9	5	0	0
TRINITY_DN381453_c4_g1	ABW23194	ribosomal_protein_rpl39_[Arenicola_marina]	13	10	14	24	23	0	23	18	8	15	9	8	0	19	7	116	14	263	10	0	0
TRINITY_DN385775_c5_g3	ABW23195	ribosomal_protein_rpl40,_partial_[Arenicola_marina]	5	0	6	0	0	0	0	5	8	10	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN391812_c3_g4	ABW23196	ribosomal_protein_rplp1_[Arenicola_marina]	0	0	6	5	8	0	5	0	13	0	0	0	0	0	0	40	0	9	6	0	0
TRINITY_DN375912_c0_g2	ABW23199	ribosomal_protein_rps3a_[Eurythoe_complanata]	26	31	37	58	6	5	26	60	30	32	13	10	0	40	11	232	11	358	26	0	0
TRINITY_DN383067_c5_g4	ABW23205	ribosomal_protein_rps9,_partial_[Eurythoe_complanata]	5	11	0	5	5	0	18	14	0	24	7	0	0	6	8	69	15	260	0	0	0
TRINITY_DN367189_c0_g2	ABW23210	ribosomal_protein_rps20_[Eurythoe_complanata]	28	19	19	13	7	8	0	40	14	34	14	8	0	24	9	134	15	211	15	0	5
TRINITY_DN390330_c5_g4	ABW23216	ribosomal_protein_rpl10_[Eurythoe_complanata]	0	0	0	52	6	0	0	6	0	20	0	0	0	0	0	164	0	215	0	0	0
TRINITY_DN373225_c0_g1	ABW23219	ribosomal_protein_rpl13a_[Eurythoe_complanata]	27	21	29	10	17	7	12	29	36	21	16	0	0	36	7	110	26	90	17	0	0
TRINITY_DN379975_c1_g7	ABW23221	ribosomal_protein_rpl17,_partial_[Eurythoe_complanata]	14	14	19	34	17	12	17	33	32	30	18	10	0	15	10	112	26	213	6	0	6
TRINITY_DN375062_c0_g1	ABW23225	ribosomal_protein_rpl26_[Eurythoe_complanata]	13	13	9	32	0	6	14	15	8	14	5	5	0	16	6	140	20	245	0	0	0
TRINITY_DN360721_c0_g1	ABW23235	ribosomal_protein_rpl37a_[Eurythoe_complanata]	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	76	8	73	0	0	0
TRINITY_DN401160_c1_g1	ABW82155	catalase_[Fenneropenaeus_chinensis]	201	165	461	1605	342	400	232	155	234	287	454	626	361	565	312	732	275	342	432	842	719
TRINITY_DN368848_c0_g1	ABW90360	putative_ribosomal_protein_L28_[Sipunculus_nudus]	22	21	15	26	22	8	34	34	23	36	26	14	0	14	8	105	14	164	27	0	0
TRINITY_DN375361_c0_g2	ABW90367	putative_ribosomal_protein_L35a,_partial_[Sipunculus_nudus]	16	27	12	51	9	9	5	18	36	33	14	0	0	22	14	165	15	137	15	0	0
TRINITY_DN522683_c0_g1	ABW90391	putative_ribosomal_protein_L10_[Barentsia_elongata]	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	16	8	0	0	5	0
TRINITY_DN379079_c0_g14	ABW90411	putative_ribosomal_protein_P2_[Barentsia_elongata]	0	0	0	7	10	0	0	10	9	0	7	0	0	0	0	63	7	23	0	0	0
TRINITY_DN392208_c8_g1	ABW90411	putative_ribosomal_protein_P2_[Barentsia_elongata]	0	6	0	0	0	0	0	8	0	0	0	10	0	0	0	35	7	0	0	24	0
TRINITY_DN381522_c7_g2	ABX10643	hypothetical_protein_3FN_20_[uncultured_planctomycete_3FN]	0	0	0	0	0	19	0	0	5	0	6	20	19	0	0	0	0	0	0	0	0
TRINITY_DN458817_c0_g1	ABX12117	Like-Sm_ribonucleoprotein_core_[Nitrosopumilus_maritimus_SCM1]	0	15	5	0	0	13	0	0	5	0	0	0	29	0	0	0	0	0	0	5	0
TRINITY_DN380897_c10_g5	ABX12626	hypothetical_protein_Nmar_0730_[Nitrosopumilus_maritimus_SCM1]	0	9	0	7	0	79	9	0	23	0	0	11	114	0	0	0	0	0	0	9	0
TRINITY_DN396372_c3_g7	ABX13398	ammonia_monooxygenase/methane_monooxygenase,_subunit_C_[Nitrosopumilus_maritimus_SCM1]<>ABY89141.1_putative_archaeal_ammonia_monooxygenase_subunit_C_[Nitrosopumilus_maritimus_SCM1]	0	0	0	0	0	82	0	0	0	0	27	82	139	0	0	0	0	0	6	0	0
TRINITY_DN376946_c2_g2	ABX44799	putative_40S_ribosomal_protein_RPS27_[Flustra_foliacea]	5	0	0	23	14	0	12	24	22	5	0	7	0	7	17	189	0	151	11	0	0
TRINITY_DN391826_c0_g2	ABX80194	unknown_[Prorocentrum_minimum]	0	0	0	5	0	10	0	13	0	10	15	5	0	0	0	0	9	0	0	0	0
TRINITY_DN392594_c4_g1	ABZ06272	putative_NUDIX_domain_protein_[uncultured_marine_microorganism_HF4000_008B14]	0	0	0	0	0	44	0	0	0	0	7	62	55	0	0	0	0	0	42	0	0
TRINITY_DN392485_c3_g1	ABZ06277	putative_protein_of_unknown_function_DUF129_[uncultured_marine_microorganism_HF4000_008B14]	6	0	0	0	0	143	6	0	0	0	72	86	369	0	0	0	0	0	9	0	6
